track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,isMale
13hXU6vGPBfVJhTMkOMPEm,Who Needs Love,Trippie Redd,41,0d1icpqrNKoQHw8u7FMFVn,A Love Letter To You 4,11/26/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.85,0.516,0,-7.664,0,0.0714,0.763,0,0.0896,0.874,108.963,158532,1
5ravc2aiNoYmu9m37diYXW,Start Wit Me (feat. Gunna),Roddy Ricch,80,3UMxQfDm6XBUaPf9zuYCzZ,Start Wit Me (feat. Gunna),10/25/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,158692,1
3JERoo6pokCgQ81z79Jpmo,That's Tuff (feat. Quavo),Rich The Kid,75,4mJn7IXnxGkOf9J8IhC711,That's Tuff,12/6/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.903,0.636,10,-4.313,0,0.205,0.635,0,0.0866,0.308,137.993,154000,1
5wfyoR8XOkw45QRtFOoxyi,Professor X,Dave,74,5IHJygOAlKSo0ESGxsEhgB,Professor X,9/13/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.891,0.675,2,-6.892,1,0.152,0.11,0,0.275,0.562,127.012,217705,0
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,98,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,12/6/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,1
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,Baby Keem,83,7Cw4LObzgnVqSlkuIyywtI,DIE FOR MY BITCH,7/19/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882,0
3VyjsVV24RmBIbWJAeUJNu,No Idea,Don Toliver,92,1jAxVdQ2FFtbHu6kLNM0au,No Idea,5/29/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,153750,1
7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,12/27/2019,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874,1
7vfvZp6KZJpxiaW6rI9ieM,I Got 5 On It,Luniz,60,14V70hXPeg6dtP5YxkRMeE,Yukmouth Presents: 420,4/20/2010,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.583,0.692,10,-7.932,0,0.362,0.193,0,0.121,0.595,174.141,253533,0
10IBstzGdLMMwtxTiefXtm,Can't Knock The Hustle,JAY-Z,0,5wx5RTvtRkEq7mw8E7RdEr,Reasonable Doubt,6/25/1996,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.834,0.354,7,-12.42,1,0.461,0.203,0,0.0737,0.587,94.894,317133,1
22t3RGAjsN5qaUD3GmaGHx,Played Like a Piano,King T,0,4SXh7aKZY1UzzTqdRc21fa,"King Ts Greatest Hits ""Strait From Compton""",7/10/2012,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.896,0.562,11,-12.899,0,0.306,0.0206,0,0.103,0.683,90.353,286511,1
05KCB1XhTrdEASLYqbESny,Nothin' But The Cavi Hit,Mack 10,35,61ZPe3vsBsjtOEluQZlpwD,Snoop Dogg Presents: The West Coast Blueprint,2/23/2010,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.837,0.784,1,-4.576,0,0.159,0.0371,0.000407,0.0999,0.55,97.884,240813,1
25XphFUCyqVtIz9mI0Bqi4,Straight Up Menace,Menace ll Society,0,0PB8s2taVctplXwTxvuNuV,Menace II Society (Music From The Motion Picture Soundtrack),1993,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.734,0.469,7,-11.546,1,0.145,0.00114,0.015,0.328,0.539,79.87,276402,0
1MHtFj66arQ3vD4ZNK1RYy,Criminology,Raekwon,47,7btiyhWzUfzxN3ijSiBpC8,Only Built 4 Cuban Linx,1995,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.712,0.726,2,-6.086,0,0.182,0.0168,0,0.0869,0.464,97.041,227107,0
6SI4JD7iyQ0rrudhCNtMv0,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,63,7btiyhWzUfzxN3ijSiBpC8,Only Built 4 Cuban Linx,1995,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.683,0.902,1,-7.389,0,0.291,0.219,0.000761,0.226,0.724,90.447,253227,0
6yZAdQyPJtXjATvAT8ERQg,Coolie High,Camp Lo,55,21EglTSwzUorpiXpMBNW2E,Uptown Saturday Night,1/28/1997,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.765,0.601,11,-9.326,0,0.203,0.0225,0,0.385,0.368,85.928,241133,1
05VHidqx1tV6V7MsCdAIby,Lucifer,JAY-Z,55,4FWvo9oS4gRgHtAwDwUjiO,The Black Album,11/14/2003,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.551,0.927,6,-2.263,0,0.43,0.0508,0,0.0739,0.839,171.4,192040,1
1z3Q1tjW3b8HndGACUWDcM,One In A Million,Pete Rock,31,4cexzIEP1mkthBusUZZeB3,Poetic Justice: Music from the Motion Picture,6/29/1993,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.567,0.62,10,-11.304,0,0.338,0.0282,0,0.32,0.739,175.882,244200,1
74Yw8aWE60rlSAeT49h9BS,Foe Life,Mack 10,22,61ZPe3vsBsjtOEluQZlpwD,Snoop Dogg Presents: The West Coast Blueprint,2/23/2010,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.884,0.721,7,-3.368,1,0.058,0.0734,0,0.112,0.807,91.069,254293,1
6FMbRkntFOPQOiB059MQ4x,Get It Together - Remastered 2009,Beastie Boys,24,7pFZ24pG0mosFU3jnwMZbz,Ill Communication,5/23/1994,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.854,0.667,11,-6.513,1,0.328,0.269,0,0.11,0.666,100.979,245707,0
4UmD5AZJ6fiNBmq6aB351F,Step Up,Pete Rock,0,3kplkymA4dqoLWkjaySTbc,Hip Hop Underground Soul Classics,11/4/2003,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.764,0.697,6,-8.677,1,0.255,0.29,0.000423,0.108,0.679,90.905,285200,1
2Ik0sIJPSV8aau7fDS9jJv,Heaven & Hell,Raekwon,43,7btiyhWzUfzxN3ijSiBpC8,Only Built 4 Cuban Linx,1995,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.52,0.849,3,-5.094,0,0.345,0.412,9.95E-06,0.385,0.563,77.924,296533,0
20s3FayrStM8GY0m4dRFsw,Paid In Full,Eric B. & Rakim,51,3miZDfDnP7SmOXAJXWdFmz,Paid In Full,1987,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667,0
0cSJGFChou7M6u2ju9SWN1,Microphone Fiend,Eric B. & Rakim,47,42p4dRDB24b9mvBmMb0QR9,Follow The Leader,1988,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.586,0.795,11,-8.71,1,0.258,0.354,0,0.187,0.694,94.101,314600,0
5jAeM4WKpqDX9wDJGa7IFq,314 (feat. Night Lovell),Dylan Brady,42,6xJbSi7FcNYwTOaAd5FN30,All I Ever Wanted,5/1/2015,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.654,0.418,7,-13.116,1,0.0371,0.0529,0.00131,0.0983,0.13,95.988,236375,0
5sH7vJ3shCpWGpsHMjwkfN,Chernobyl,Unaverage Gang,46,38JLTwUmIm2f9WEdB7Mb6M,Chernobyl,10/21/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.666,0.577,8,-10.658,1,0.0687,0.017,0.869,0.129,0.207,148.107,143293,0
1ISiF8S1Yehu7OrSJU8Kct,Underworld,Unaverage Gang,54,3bE1xt8h3iOgoHPWiWreFZ,Underworld,7/15/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.838,0.816,8,-7.495,1,0.124,0.136,0.000437,0.156,0.55,120.003,208952,0
3YreXzJAZRrchO72v5G5K9,RedRover,BONES,49,1H9j7RDcI6mLtbnRbJX23F,UnderTheWillowTree,5/3/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.552,0.598,6,-9.529,0,0.0983,0.000423,0.139,0.0805,0.442,77.567,123625,1
4mTtMweEZoyyjq7emPX5hQ,Lowlife,Josh A,54,0SazAuttORzDn2zcNjxgyd,Lowlife,10/30/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.722,0.791,2,-6.555,1,0.245,0.143,0,0.129,0.332,160.061,94582,0
4TnjEaWOeW0eKTKIEvJyCa,Falling,Trevor Daniel,97,1Czfd5tEby3DbdYNdqzrCa,Falling,10/5/2018,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382,1
3i2GE43eD2KiN0B5bWNvo2,DeadInDesignerClothes,BONES,33,0Wh0QKnKq6j7Tlkj7RYE9u,Skinny,9/2/2014,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.69,0.4,1,-13.062,0,0.0332,0.199,0.0414,0.111,0.14,95.992,148402,1
6djzhYE1NxgS7YgnZZEqnN,DyingLight,BONES,39,0B31S6DLxMxfj4Z89cBymh,DyingLight,5/24/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.853,0.39,11,-11.705,0,0.129,0.197,3.82E-05,0.108,0.133,125.003,140000,1
0Lfz9oMafqp2UFH8xkZgDY,SameOldStory,BONES,38,1H9j7RDcI6mLtbnRbJX23F,UnderTheWillowTree,5/3/2019,Gangsta Rap 💎 Rap Party,0BwUQpqHSlC2YfKwOp2dQV,rap,gangster rap,0.64,0.386,0,-12.613,1,0.039,0.0754,0.0168,0.129,0.0375,119.978,176333,1
2c7uynLkfT2HVPg8xuXxZp,Bow Down - Edit,Westside Connection,26,1JyTJGILAKNrVvafX3vCEE,Greatest Hits,12/4/2001,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.92,0.543,7,-7.851,1,0.287,0.0208,0,0.427,0.463,92.961,206827,1
5vWwuFTSoPdyY8rH1mui8W,My 64 (feat. Bun B & Snoop Dogg),Mike Jones,48,5FCfhAH37vQR66D983YhQk,The American Dream,2007,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.779,0.677,7,-4.512,1,0.325,0.00349,0,0.565,0.715,169.986,310800,1
1JIok1fu3Du7Sv8QLwklyd,Hoo-Bangin' (WSCG Style),Westside Connection,39,3llZpeXGCVbJN51XZMhFYh,Bow Down,10/22/1996,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.908,0.418,1,-7.306,1,0.361,0.0494,0,0.209,0.39,92.166,237733,1
7sLpSWxQazJzDVG6YGzlVs,99 Problems,JAY-Z,60,4FWvo9oS4gRgHtAwDwUjiO,The Black Album,11/14/2003,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,234627,1
6BX3nIZqQ9Ji0ZK8QCDpCs,Call 9-1-1,Westside Connection,24,5CdIIrp4pEVIVEJi5hAk1f,The Best Of Westside Connection,11/30/2007,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.748,0.773,2,-6.42,0,0.283,0.152,0,0.198,0.873,77.895,224573,1
6iGSLWmAj6E4GGnSzLxBJf,"The Gangsta, The Killa And The Dope Dealer",Westside Connection,49,3llZpeXGCVbJN51XZMhFYh,Bow Down,10/22/1996,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.803,0.737,11,-7.469,1,0.258,0.323,0,0.888,0.484,92.941,251133,1
6CWiDYxP6pZg2WwYuYg4Ol,Hard Knock Life (Ghetto Anthem),JAY-Z,3,4EOivv4vgGvUpxzkC3HrL9,The Hits Collection Volume One (Deluxe),11/22/2010,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.849,0.894,11,-1.744,0,0.352,0.143,0.00462,0.024,0.582,153.932,239398,1
7aopCwdw4qfpROhF34RGlF,Potential Victims,Westside Connection,41,2fsMp83A31t6nqp1TvV7OB,Terrorist Threats,12/9/2003,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.909,0.598,2,-4.174,1,0.216,0.0208,0,0.296,0.234,91.012,181733,1
4vbJFkIF8TFCOwqZRI5C2Q,CCNDNA,Bushido,10,5x4pdJcxL40ZbEG4QHyGil,Black Friday,6/9/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.796,0.587,10,-5.365,0,0.0813,0.0132,0,0.096,0.215,93.014,187227,1
2DtYTsG1U625KM0TS59c0F,Unter der Brücke,Olexesh,12,1ck1hyJmy7EfgoiOJouFMP,Nu Eta Da,3/7/2014,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.632,0.882,7,-5.686,1,0.554,0.287,0,0.107,0.619,108.377,235047,1
3A2a0y5rcJWhm1GJq04tuV,Die Echten,Capital Bra,52,7a5eO9wTf8NgFtJ9cFLCtk,Makarov Komplex,2/3/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.626,0.76,9,-4.926,1,0.377,0.0654,9.15E-06,0.0697,0.407,99.092,155427,1
63JtyRFsZqi6Rf61T48YRJ,Nur noch Gucci,Capital Bra,1,12Vmw55TikfYIjEuIdQkr6,Nur noch Gucci,7/2/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.737,0.73,2,-2.185,1,0.406,0.322,0,0.177,0.545,77.937,212508,1
5pbP0GwvyeEzxBuO3GSf3o,Sirp,Bonez MC,43,64hUNQttgdRcaXKGqCLCLT,Der Sampler 3,1/30/2015,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.607,0.518,1,-5.874,1,0.549,0.0393,0,0.145,0.242,76.196,232916,1
4rBl0asdNK9Qq7PB8S4VIU,Gangland,Manuellsen,39,57MdxbipBphtnjxY46bLgx,Gangland,9/30/2016,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.404,0.702,7,-8.789,1,0.4,0.12,1.41E-05,0.0784,0.543,175.753,232240,1
5m4rKNB8wf2Q4oMupdmXFQ,38,KALIM,0,7uyXse5zWL6XRZUtygOoyo,38,9/1/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.875,0.73,10,-5.807,0,0.252,0.498,1.46E-06,0.13,0.397,123.072,277813,0
38mwJAySCI0sxFWJvN3KbC,Großstadtdschungel,Miami Yacine,43,4jXwUasl1CdFixsX4uufE2,Großstadtdschungel,9/8/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.778,0.712,2,-5.824,1,0.244,0.212,1.59E-06,0.111,0.181,117.944,229880,0
4vHTCgx5Y9TZaWUjIyuLvo,Paff Paff weiter 2,Capital Bra,47,186E5XovNHY19VgZPNjHJs,BLYAT,9/29/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.859,0.699,11,-5.634,0,0.38,0.254,0,0.101,0.403,137.972,236907,1
4pqCienGuMIbOdsHaOpf7V,Das Leben ist so,Capital Bra,47,186E5XovNHY19VgZPNjHJs,BLYAT,9/29/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.815,0.695,11,-5.663,0,0.388,0.141,0,0.112,0.52,103.989,239880,1
1EPtSITu19y0DQvbIvs6Jz,Zweistellige Haftstrafen,Capital Bra,55,186E5XovNHY19VgZPNjHJs,BLYAT,9/29/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.742,0.714,11,-3.882,0,0.336,0.135,0.0028,0.253,0.481,179.756,174547,1
137VK6DhNh2f6qhx1CaQ4g,Umsatzfixiert,Capital Bra,39,186E5XovNHY19VgZPNjHJs,BLYAT,9/29/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.802,0.682,9,-6.783,1,0.568,0.505,0,0.103,0.589,96.896,143987,1
0cD95iBmLYrI92Tfdr1coS,Für die Gang,Bosca,19,0oMuLmw2vj7ltz5BIPMN9T,"Parkplatzmusik, Vol.1",9/1/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.478,0.729,6,-8.538,1,0.732,0.0714,0,0.101,0.532,85.151,188464,1
1POTZrX87UB3Ox8j86OT6C,Intro,Olexesh,11,1ck1hyJmy7EfgoiOJouFMP,Nu Eta Da,3/7/2014,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.72,0.9,5,-4.34,1,0.394,0.188,0,0.365,0.607,90.403,149984,1
1mBOHsHxrCYuxkTBfEQQd0,Die Straße ein Teil,Luciano,34,30QHdl684XVnnuEao8ZIjO,Die Straße ein Teil,11/14/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.799,0.903,9,-4.869,0,0.36,0.21,0,0.398,0.617,140.117,181267,0
5OdBi3RisDymZXw0oEr8xV,Best Friends (feat. Bushido),Ali Bumaye,36,7ANHeNj3YsLxWumtX2O51y,Rumble in the Jungle,6/3/2016,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.635,0.707,10,-5.023,1,0.317,0.284,0,0.102,0.296,84.698,183573,0
2TKXBTeElco8EEnXtRkFdQ,MOB,Olexesh,43,7goK8QLwjrxC2H53Yxhr3C,MOB,12/15/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.805,0.556,1,-8.078,0,0.283,0.365,0,0.119,0.601,83.002,239854,1
6GMeUoXO7Xm9q0U1OziRjq,Mayday Mayday,Bonez MC,37,5kKT15JpM6115Bi4GUPSDb,Sampler 3,1/30/2015,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.53,0.592,1,-6.781,1,0.546,0.0841,0,0.224,0.0894,84.979,162067,1
05SgVqTnF4qEMvKSGPeRSD,Ich Binnezz,Bonez MC,41,5kKT15JpM6115Bi4GUPSDb,Sampler 3,1/30/2015,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.615,0.705,11,-6.222,1,0.494,0.0316,0,0.667,0.284,104.335,246107,1
4f8AcONRDFSTj0eanWITR1,Knast Oder Tod (remix feat. Dardan),Nate57,32,0R8r5yktA60T7gKh3bzlet,Knast oder Tod,1/7/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.856,0.652,9,-6.924,0,0.234,0.601,7.76E-05,0.138,0.408,141.08,206444,1
4oSSxi6b7YcKMeo5KsED1m,Lebendig Begraben,Olexesh,13,1ck1hyJmy7EfgoiOJouFMP,Nu Eta Da,3/7/2014,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.587,0.879,5,-4.988,1,0.498,0.107,0,0.381,0.57,138.813,236000,1
5mCndxGz2kVjrIG1X8yLvc,Ich komm allein,Olexesh,9,7LJ3J5Kg1P108JrAC6ahOs,Strassencocktail (Deluxe Version),9/25/2015,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.786,0.728,1,-5.744,1,0.344,0.101,0,0.0903,0.487,116.934,199480,1
3P5ZMbUFyv5XnJ8WYi0vdZ,Ich weiss was gut ist,Olexesh,10,7LJ3J5Kg1P108JrAC6ahOs,Strassencocktail (Deluxe Version),9/25/2015,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.78,0.525,7,-7.427,1,0.34,0.0377,1.01E-05,0.072,0.54,140.096,165092,1
0EBgUmVGz4bWLyOw19y81z,Saftige Schluhas,Olexesh,6,1KJNLLys9QWGugPHh1smgQ,Saftige Schluhas,12/1/2016,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.76,0.901,11,-4.972,0,0.319,0.0553,0,0.3,0.733,159.974,312139,1
0KR3kva01902glhgaqlzp0,Gopnik,Olexesh,36,5UIrC70ehAEPC9xj7poWVf,Gopnik,1/26/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.784,0.688,1,-7.924,1,0.344,0.0253,0,0.23,0.365,121.919,200083,1
5hqelGWfhBo8On7e7Kk5HD,Magisch,Olexesh,52,6OVnLHxoSlDsbOmKTmdBrz,Magisch,2/16/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.584,0.655,0,-5.591,0,0.0871,0.394,2.00E-05,0.0944,0.539,98.008,247708,1
77gDRPAzYMjjocOGmPBW8M,Fress mich satt,Joshi Mizu,39,2bG9JEbfuGpKwtKUpRqRvZ,Kaviar & Toast,11/10/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.807,0.736,2,-4.26,0,0.109,0.531,3.66E-06,0.0558,0.622,113.011,196000,0
1iSctFzf915OKMmqu6M65o,Treppenhaus Authentic,Olexesh,22,1ck1hyJmy7EfgoiOJouFMP,Nu Eta Da,3/7/2014,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.664,0.854,0,-4.925,1,0.553,0.111,0,0.276,0.754,125.411,130957,1
5M9hgyDRcMzotYHEXvqhtC,Geld spielt keine Rolex,Olexesh,42,3whvTAIClofWdLa8PviZjc,ROLEXESH,3/2/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.814,0.576,10,-6.729,0,0.272,0.597,6.29E-05,0.274,0.702,131.978,236565,1
38yO5JuwYujWm8XBvMOOrk,BWA,Olexesh,40,3whvTAIClofWdLa8PviZjc,ROLEXESH,3/2/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.868,0.748,8,-6.356,1,0.224,0.293,0,0.386,0.638,119.887,290400,1
3v1ypIgbtMEzYf3mxNFokn,Schüsse aus'm Benz,Olexesh,44,3whvTAIClofWdLa8PviZjc,ROLEXESH,3/2/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.854,0.618,11,-9.215,0,0.322,0.116,0,0.0946,0.44,99.96,211600,1
1kAsrCFSZvPfhQKwkXTNOV,Fake Love,Olexesh,45,3whvTAIClofWdLa8PviZjc,ROLEXESH,3/2/2018,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.89,0.512,11,-7.828,0,0.299,0.173,0,0.132,0.395,120.924,236071,1
1jaVHAdoEONRCrcNvRtCFY,Vorankommen,Luciano,55,4ADIqpPBchOMHfHYRL9HU1,Eiskalt,11/17/2017,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.69,0.486,11,-7.581,0,0.44,0.135,0.000499,0.0891,0.538,102.964,201493,0
2ImuQo1g14CTR9hZAZD3aQ,This D.J.,Warren G,64,2VMGv3inRLPM4GOMXf37qu,Regulate… G Funk Era,6/7/1994,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.803,0.444,6,-10.268,0,0.132,0.031,0.0227,0.112,0.584,92.035,203027,1
2Vpj5colB0MPy3Zg5SITEC,Bow Down,Westside Connection,57,5VCY0uIkkoaaji9ciCLS0D,Bow Down,1/1/1996,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.897,0.458,9,-11.01,1,0.279,0.0208,0,0.419,0.513,92.928,206827,1
3X414ZlCf5U7pcpIaIcUkT,Flava in Ya Ear,Craig Mack,53,6BtFnL80q39q0OcSBroqwy,Project: Funk Da World,1/1/1994,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.763,0.541,9,-8.843,0,0.329,0.466,0,0.0693,0.885,90.032,217467,1
1IXa70EPedlpafPL7Ood2z,After Laughter (Comes Tears),Wendy Rene,47,6wBfFrmOvBu0cyksWWlp94,After Laughter (Comes Tears),2/8/2005,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.422,0.171,1,-13.864,0,0.0352,0.169,1.68E-05,0.127,0.363,187.002,179413,0
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Eve,71,6ZWL1xSTEvqs5A6dBh8vZw,Scorpion,1/1/2001,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,230133,0
2vytyWClpsahqcL6NibSE3,Gangstas Make The World Go Round,Westside Connection,41,5VCY0uIkkoaaji9ciCLS0D,Bow Down,1/1/1996,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.754,0.575,9,-8.22,1,0.366,0.0977,0,0.474,0.561,180.389,272834,1
7iaw359G2XT14uTfV9feip,Lockjaw (feat. Kodak Black),French Montana,63,7sSW3tQBtQrO7f6uO4Bcxq,Lockjaw (feat. Kodak Black),5/27/2016,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.615,0.648,5,-3.792,0,0.22,0.0411,0,0.277,0.26,169.912,223147,1
24BSTATmWEmrPOgEM17bfN,No Shopping,French Montana,0,0n125rtj1orD4QbHpt9Cc5,No Shopping,7/16/2016,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.895,0.49,10,-10.31,0,0.251,0.0125,0.00101,0.142,0.257,83.508,227727,1
